mode,condition,bw,flatness,peaks,topPeakPower,topPeakBW,fskPairs,fskValley,cv,duty,transitions,ook,baudRate,baudConf,costasScore,costasMode
noise,qrn-crashes,0,0.0000,0,0.0,0.0,0,0,0.348,0.390,30.5,false,6.25,1.000,0.433,js8call
noise,qrn-crashes,0,0.0000,0,0.0,0.0,0,0,0.399,0.470,39.0,false,6.25,1.000,0.506,ft8
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,silence,0,0.0000,0,0.0,0.0,0,0,0.000,0.000,0.0,false,0.00,0.000,0.000,none
noise,white,0,0.0000,0,0.0,0.0,0,0,0.035,0.460,46.5,false,6.25,1.000,0.316,ft8
noise,white,0,0.0000,0,0.0,0.0,0,0,0.034,0.495,50.5,false,6.25,1.000,0.423,js8call
noise,white,0,0.0000,0,0.0,0.0,0,0,0.032,0.475,50.0,false,6.25,1.000,0.388,ft8
noise,white,0,0.0000,0,0.0,0.0,0,0,0.030,0.490,51.5,false,6.25,1.000,0.291,ft8
noise,white,0,0.0000,0,0.0,0.0,0,0,0.031,0.465,42.5,false,6.25,1.000,0.436,js8call
noise,white,0,0.0000,0,0.0,0.0,0,0,0.033,0.520,55.5,false,6.25,1.000,0.665,ft8
noise,white,0,0.0000,0,0.0,0.0,0,0,0.032,0.500,50.0,false,6.25,1.000,0.324,js8call
noise,white,0,0.0000,0,0.0,0.0,0,0,0.031,0.510,55.5,false,6.25,1.000,0.390,ft8
noise,white,0,0.0000,0,0.0,0.0,0,0,0.031,0.510,49.0,false,6.25,1.000,0.360,ft8
noise,white,0,0.0000,0,0.0,0.0,0,0,0.033,0.480,49.5,false,6.25,1.000,0.285,js8call
noise,white,0,0.0000,0,0.0,0.0,0,0,0.034,0.510,55.5,false,6.25,1.000,0.323,js8call
noise,white,0,0.0000,0,0.0,0.0,0,0,0.034,0.495,53.5,false,6.25,1.000,0.296,ft8
noise,white,0,0.0000,0,0.0,0.0,0,0,0.030,0.485,47.0,false,6.25,1.000,0.363,ft8
noise,white,0,0.0000,0,0.0,0.0,0,0,0.033,0.485,46.5,false,6.25,1.000,0.517,js8call
noise,white,0,0.0000,0,0.0,0.0,0,0,0.032,0.495,45.5,false,6.25,1.000,0.313,js8call
noise,white,0,0.0000,0,0.0,0.0,0,0,0.033,0.535,49.0,false,6.25,1.000,0.256,ft8
noise,white,0,0.0000,0,0.0,0.0,0,0,0.033,0.475,51.0,false,6.25,1.000,0.360,js8call
noise,white,0,0.0000,0,0.0,0.0,0,0,0.032,0.475,49.5,false,6.25,1.000,0.311,ft8
noise,white,0,0.0000,0,0.0,0.0,0,0,0.030,0.520,49.5,false,6.25,1.000,0.272,ft8
noise,white,0,0.0000,0,0.0,0.0,0,0,0.032,0.485,49.0,false,6.25,1.000,0.344,ft8
noise,white,0,0.0000,0,0.0,0.0,0,0,0.033,0.475,44.0,false,6.25,1.000,0.385,js8call
noise,white,0,0.0000,0,0.0,0.0,0,0,0.035,0.490,46.5,false,6.25,1.000,0.358,ft8
noise,white,0,0.0000,0,0.0,0.0,0,0,0.031,0.445,51.5,false,6.25,1.000,0.330,js8call
noise,white,0,0.0000,0,0.0,0.0,0,0,0.033,0.515,48.5,false,6.25,1.000,0.448,ft8
noise,white,0,0.0000,0,0.0,0.0,0,0,0.032,0.485,50.5,false,6.25,1.000,0.372,ft8
noise,white,0,0.0000,0,0.0,0.0,0,0,0.033,0.490,48.0,false,6.25,1.000,0.365,js8call
noise,white,0,0.0000,0,0.0,0.0,0,0,0.034,0.560,52.0,false,6.25,1.000,0.350,js8call
noise,white,0,0.0000,0,0.0,0.0,0,0,0.031,0.520,54.0,false,6.25,1.000,0.333,ft8
noise,white,0,0.0000,0,0.0,0.0,0,0,0.035,0.485,50.5,false,6.25,1.000,0.526,js8call
noise,white,0,0.0000,0,0.0,0.0,0,0,0.034,0.515,54.0,false,6.25,1.000,0.296,ft8
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.035,0.485,52.0,false,6.25,1.000,0.317,ft8
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.033,0.465,47.5,false,6.25,1.000,0.356,js8call
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.033,0.495,47.0,false,6.25,1.000,0.240,js8call
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.030,0.455,47.5,false,6.25,1.000,0.484,js8call
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.033,0.485,50.0,false,6.25,1.000,0.456,ft8
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.033,0.410,40.5,false,6.25,1.000,0.356,ft8
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.032,0.455,51.0,false,6.25,1.000,0.408,js8call
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.032,0.445,47.5,false,6.25,1.000,0.326,js8call
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.032,0.495,51.0,false,6.25,1.000,0.535,ft8
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.032,0.535,54.5,false,6.25,1.000,0.374,js8call
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.032,0.510,50.5,false,6.25,1.000,0.387,js8call
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.032,0.520,50.5,false,6.25,1.000,0.357,js8call
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.033,0.495,51.0,false,6.25,1.000,0.382,ft8
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.033,0.540,57.5,false,6.25,1.000,0.473,js8call
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.034,0.490,51.0,false,6.25,1.000,0.334,js8call
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.033,0.520,55.0,false,6.25,1.000,0.274,js8call
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.032,0.490,47.0,false,6.25,1.000,0.470,js8call
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.030,0.495,50.0,false,6.25,1.000,0.443,ft8
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.034,0.500,50.0,false,6.25,1.000,0.365,js8call
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.033,0.470,42.0,false,6.25,1.000,0.360,ft8
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.032,0.525,53.5,false,6.25,1.000,0.351,ft8
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.031,0.500,49.5,false,6.25,1.000,0.344,ft8
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.032,0.530,49.0,false,6.25,1.000,0.325,js8call
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.032,0.525,53.5,false,6.25,1.000,0.470,ft8
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.033,0.490,55.5,false,6.25,1.000,0.348,ft8
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.033,0.515,52.0,false,6.25,1.000,0.382,js8call
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.033,0.520,47.0,false,6.25,1.000,0.386,js8call
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.034,0.565,44.0,false,6.25,1.000,0.421,ft8
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.034,0.520,48.5,false,6.25,1.000,0.330,js8call
noise,faint,0,0.0000,0,0.0,0.0,0,0,0.033,0.505,57.0,false,6.25,1.000,0.337,ft8
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-700Hz,1312,0.0000,18,143.5,17.6,12,5,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1000Hz,1646,0.0000,5,146.5,17.6,11,0,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-1500Hz,35,0.0000,20,166.0,11.7,6,6,0.000,0.000,0.0,false,6.25,1.000,0.000,none
noise,tone-noise-20dB,46,0.0146,1,53.8,17.6,0,0,0.005,0.480,45.5,false,6.25,1.000,0.000,none
noise,tone-noise-20dB,41,0.0249,1,53.8,17.6,0,0,0.005,0.495,50.5,false,6.25,1.000,0.000,none
noise,tone-noise-20dB,46,0.0144,1,53.8,17.6,0,0,0.005,0.545,45.0,false,6.25,1.000,0.000,none
noise,tone-noise-20dB,41,0.0242,1,53.8,17.6,0,0,0.005,0.500,54.0,false,6.25,1.000,0.093,ft8
noise,tone-noise-20dB,46,0.0146,1,53.9,17.6,0,0,0.004,0.515,46.5,false,6.25,1.000,0.108,ft8
noise,tone-noise-20dB,46,0.0144,1,53.8,17.6,0,0,0.005,0.525,56.5,false,6.25,1.000,0.000,none
noise,tone-noise-20dB,46,0.0147,1,53.8,17.6,0,0,0.005,0.495,47.5,false,6.25,1.000,0.000,none
noise,tone-noise-20dB,41,0.0241,1,53.6,17.6,0,0,0.005,0.540,57.5,false,6.25,1.000,0.083,ft8
noise,tone-noise-20dB,41,0.0242,1,53.8,17.6,0,0,0.005,0.535,48.0,false,6.25,1.000,0.000,none
noise,tone-noise-20dB,46,0.0144,1,53.8,17.6,0,0,0.005,0.520,49.0,false,6.25,1.000,0.000,none
noise,tone-noise-20dB,46,0.0146,1,53.8,17.6,0,0,0.005,0.485,48.5,false,6.25,1.000,0.094,js8call
noise,tone-noise-20dB,46,0.0146,1,53.8,17.6,0,0,0.005,0.500,54.5,false,6.25,1.000,0.000,none
noise,tone-noise-20dB,46,0.0143,1,53.8,17.6,0,0,0.004,0.545,51.0,false,6.25,1.000,0.107,js8call
noise,tone-noise-20dB,46,0.0143,1,53.8,17.6,0,0,0.004,0.455,44.5,false,6.25,1.000,0.085,js8call
noise,tone-noise-20dB,41,0.0243,1,53.8,17.6,0,0,0.004,0.500,49.0,false,6.25,1.000,0.000,none
noise,tone-noise-20dB,46,0.0145,1,53.8,17.6,0,0,0.005,0.510,49.0,false,6.25,1.000,0.108,ft8
noise,tone-noise-20dB,46,0.0146,1,53.7,17.6,0,0,0.005,0.525,44.0,false,6.25,1.000,0.000,none
noise,tone-noise-20dB,46,0.0149,1,53.8,17.6,0,0,0.005,0.530,45.5,false,6.25,1.000,0.096,js8call
noise,tone-noise-20dB,41,0.0239,1,53.8,17.6,0,0,0.004,0.440,45.5,false,6.25,1.000,0.114,ft8
noise,tone-noise-20dB,46,0.0149,1,53.8,17.6,0,0,0.005,0.490,51.5,false,6.25,1.000,0.000,none
noise,tone-noise-20dB,46,0.0146,1,53.9,17.6,0,0,0.004,0.460,49.5,false,6.25,1.000,0.000,none
noise,tone-noise-20dB,46,0.0146,1,53.8,17.6,0,0,0.004,0.580,47.0,false,6.25,1.000,0.000,none
noise,tone-noise-20dB,46,0.0144,1,53.9,17.6,0,0,0.004,0.445,49.0,false,6.25,1.000,0.000,none
noise,tone-noise-20dB,46,0.0146,1,53.8,17.6,0,0,0.005,0.515,51.5,false,6.25,1.000,0.000,none
noise,tone-noise-20dB,46,0.0146,1,53.7,17.6,0,0,0.005,0.505,48.0,false,6.25,1.000,0.000,none
noise,tone-noise-20dB,46,0.0147,1,53.7,17.6,0,0,0.004,0.485,49.5,false,6.25,1.000,0.000,none
noise,tone-noise-20dB,46,0.0145,1,53.8,17.6,0,0,0.004,0.495,53.0,false,6.25,1.000,0.113,js8call
noise,tone-noise-20dB,46,0.0146,1,54.0,17.6,0,0,0.005,0.515,47.0,false,6.25,1.000,0.126,js8call
noise,tone-noise-20dB,52,0.0094,1,53.8,17.6,0,0,0.004,0.565,50.5,false,6.25,1.000,0.000,none
noise,tone-noise-20dB,46,0.0145,1,53.8,17.6,0,0,0.004,0.525,54.0,false,6.25,1.000,0.096,js8call
noise,tone-noise-10dB,29,0.0815,1,43.9,17.6,0,0,0.014,0.500,46.0,false,6.25,1.000,0.088,ft8
noise,tone-noise-10dB,29,0.0802,1,43.8,17.6,0,0,0.013,0.480,50.0,false,6.25,1.000,0.087,ft8
noise,tone-noise-10dB,29,0.0814,1,43.8,17.6,0,0,0.013,0.475,48.5,false,6.25,1.000,0.123,ft8
noise,tone-noise-10dB,29,0.0822,1,43.8,17.6,0,0,0.013,0.490,48.5,false,6.25,1.000,0.214,ft8
noise,tone-noise-10dB,29,0.0823,1,43.7,17.6,0,0,0.014,0.450,53.0,false,6.25,1.000,0.165,ft8
noise,tone-noise-10dB,29,0.0828,1,43.7,17.6,0,0,0.014,0.490,47.0,false,6.25,1.000,0.089,ft8
noise,tone-noise-10dB,29,0.0807,1,43.8,17.6,0,0,0.012,0.525,48.0,false,6.25,1.000,0.130,ft8
noise,tone-noise-10dB,29,0.0807,1,43.7,17.6,0,0,0.014,0.525,41.0,false,6.25,1.000,0.147,js8call
noise,tone-noise-10dB,29,0.0813,1,43.9,17.6,0,0,0.013,0.500,50.5,false,6.25,1.000,0.104,ft8
noise,tone-noise-10dB,29,0.0817,1,43.8,17.6,0,0,0.013,0.495,53.0,false,6.25,1.000,0.095,js8call
noise,tone-noise-10dB,29,0.0792,1,43.7,17.6,0,0,0.014,0.510,48.0,false,6.25,1.000,0.166,js8call
noise,tone-noise-10dB,29,0.0806,1,43.8,17.6,0,0,0.014,0.485,55.5,false,6.25,1.000,0.120,js8call
noise,tone-noise-10dB,29,0.0794,1,44.0,17.6,0,0,0.013,0.490,52.0,false,6.25,1.000,0.137,js8call
noise,tone-noise-10dB,29,0.0826,1,43.7,17.6,0,0,0.013,0.520,60.5,false,6.25,1.000,0.084,js8call
noise,tone-noise-10dB,29,0.0807,1,43.9,17.6,0,0,0.012,0.485,53.0,false,6.25,1.000,0.146,ft8
noise,tone-noise-10dB,29,0.0802,1,43.9,17.6,0,0,0.013,0.405,49.5,false,6.25,1.000,0.000,none
noise,tone-noise-10dB,29,0.0794,1,43.7,17.6,0,0,0.014,0.505,48.0,false,6.25,1.000,0.099,js8call
noise,tone-noise-10dB,29,0.0803,1,43.8,17.6,0,0,0.013,0.510,50.0,false,6.25,1.000,0.129,ft8
noise,tone-noise-10dB,29,0.0810,1,43.8,17.6,0,0,0.014,0.525,47.0,false,6.25,1.000,0.155,ft8
noise,tone-noise-10dB,29,0.0800,1,43.9,17.6,0,0,0.014,0.485,52.5,false,6.25,1.000,0.102,js8call
noise,tone-noise-10dB,29,0.0813,1,43.7,17.6,0,0,0.013,0.455,49.0,false,6.25,1.000,0.372,js8call
